3000.0Hz wait=60periods tc=8[x,theta, xnoise,fint,sin+,sin-,v+,v-]
-8.929500e-04,1.718133e+02,3.808156e-04,3.000000e+03,0,3,1,2
-7.991958e-04,-1.777225e+02,3.802744e-04,3.000000e+03,1,4,2,3
-1.228522e-03,-1.733947e+02,3.795230e-04,3.000000e+03,2,5,3,4
-1.457480e-03,1.734063e+02,3.871059e-04,3.000000e+03,3,6,4,5
-1.439192e-03,-1.765843e+02,3.918003e-04,3.000000e+03,4,7,5,6
-1.567736e-03,-1.773642e+02,3.950650e-04,3.000000e+03,5,8,6,7
-1.639473e-03,1.776747e+02,3.942629e-04,3.000000e+03,6,9,7,8
-1.532892e-03,-1.790755e+02,3.876910e-04,3.000000e+03,7,10,8,9
-1.764237e-03,1.783418e+02,3.927913e-04,3.000000e+03,8,11,9,10
-1.426150e-03,-1.787826e+02,4.109012e-04,3.000000e+03,9,12,10,11
-1.271348e-03,-1.785686e+02,4.119643e-04,3.000000e+03,10,13,11,12
-9.430262e-04,1.632653e+02,4.159721e-04,3.000000e+03,11,14,12,13
-8.252100e-04,1.783313e+02,4.179123e-04,3.000000e+03,12,15,13,14
-7.698933e-04,1.745096e+02,4.175907e-04,3.000000e+03,13,16,14,15
-7.777729e-04,-1.774850e+02,4.180120e-04,3.000000e+03,14,17,15,16
-7.109221e-04,1.701329e+02,4.185146e-04,3.000000e+03,15,18,16,17
-8.667327e-04,1.738634e+02,4.188220e-04,3.000000e+03,16,19,17,18
-7.095072e-04,-1.769185e+02,4.179295e-04,3.000000e+03,17,20,18,19
-7.195342e-04,-1.782366e+02,4.211018e-04,3.000000e+03,18,21,19,20
-6.493505e-04,1.698681e+02,4.190454e-04,3.000000e+03,19,22,20,21
-8.647658e-04,1.797087e+02,4.138430e-04,3.000000e+03,20,23,21,22
-8.483555e-04,1.783104e+02,3.928607e-04,3.000000e+03,21,24,22,23
-8.250281e-04,-1.769915e+02,3.761775e-04,3.000000e+03,22,25,23,24
-8.068212e-04,-1.733359e+02,3.697161e-04,3.000000e+03,23,26,24,25
-7.349872e-04,-1.779934e+02,3.698170e-04,3.000000e+03,24,27,25,26
-8.237046e-04,1.775095e+02,3.695722e-04,3.000000e+03,25,28,26,27
-7.200109e-04,1.746839e+02,3.712759e-04,3.000000e+03,26,29,27,28
-7.782510e-04,1.728653e+02,3.700874e-04,3.000000e+03,27,30,28,29
-7.450685e-04,1.776346e+02,3.704609e-04,3.000000e+03,28,31,29,30
-7.914081e-04,1.786662e+02,3.692933e-04,3.000000e+03,29,0,30,31
-7.318423e-04,1.789453e+02,3.704360e-04,3.000000e+03,30,1,31,0
-8.454499e-04,1.695997e+02,3.694490e-04,3.000000e+03,31,2,0,1
