100000.0Hz. wait=60periods[x, theta,  xnoise, fint, tc, positions[:,0], positions[:,1], positions[:,2] ,positions[:,3]
-3.491972e-07,9.275219e+01,7.445474e-05,1.000000e+05,0,3,1,2
-3.216651e-07,9.376845e+01,1.606758e-04,1.000000e+05,1,4,2,3
-6.745744e-07,9.538874e+01,2.340563e-04,1.000000e+05,2,5,3,4
-3.275067e-06,1.301398e+02,3.392640e-04,1.000000e+05,3,6,4,5
3.732011e-07,8.823364e+01,3.899881e-04,1.000000e+05,4,7,5,6
-1.192368e-05,1.263534e+02,4.705899e-04,1.000000e+05,5,8,6,7
-3.978684e-06,1.403657e+02,5.342345e-04,1.000000e+05,6,9,7,8
-1.253162e-03,1.535963e+02,6.120162e-04,1.000000e+05,7,10,8,9
-3.195653e-06,1.259399e+02,6.288499e-04,1.000000e+05,8,11,9,10
-1.181154e-06,9.342159e+01,6.622902e-04,1.000000e+05,9,12,10,11
-2.876645e-06,1.488024e+02,6.860560e-04,1.000000e+05,10,13,11,12
-1.634423e-06,1.031902e+02,7.112379e-04,1.000000e+05,11,14,12,13
4.287122e-07,8.649402e+01,7.232059e-04,1.000000e+05,12,15,13,14
-2.624060e-06,1.558348e+02,7.430483e-04,1.000000e+05,13,16,14,15
-2.581365e-06,1.540602e+02,7.390201e-04,1.000000e+05,14,17,15,16
1.808210e-06,-2.993674e+01,7.292616e-04,1.000000e+05,15,18,16,17
-3.080090e-06,1.455724e+02,7.181835e-04,1.000000e+05,16,19,17,18
-2.974315e-06,1.523844e+02,7.130428e-04,1.000000e+05,17,20,18,19
-2.961217e-06,1.569660e+02,6.942492e-04,1.000000e+05,18,21,19,20
1.386748e-05,3.683197e+01,6.645880e-04,1.000000e+05,19,22,20,21
-2.803730e-06,1.572463e+02,6.484654e-04,1.000000e+05,20,23,21,22
-2.997753e-06,1.574980e+02,6.271902e-04,1.000000e+05,21,24,22,23
-2.025142e-06,1.100419e+02,6.129702e-04,1.000000e+05,22,25,23,24
-3.501679e-06,1.569828e+02,5.722773e-04,1.000000e+05,23,26,24,25
-3.175094e-06,1.357259e+02,5.538366e-04,1.000000e+05,24,27,25,26
-3.353177e-06,1.588806e+02,5.256934e-04,1.000000e+05,25,28,26,27
-1.236567e-06,9.853561e+01,5.217198e-04,1.000000e+05,26,29,27,28
-3.275840e-06,1.467243e+02,5.151621e-04,1.000000e+05,27,30,28,29
-3.312827e-06,1.577348e+02,5.114767e-04,1.000000e+05,28,31,29,30
-3.288814e-07,9.236731e+01,5.150590e-04,1.000000e+05,29,0,30,31
-1.549520e-06,1.051367e+02,5.154913e-04,1.000000e+05,30,1,31,0
-3.699060e-06,1.531617e+02,5.212235e-04,1.000000e+05,31,2,0,1
