6,0,3,1,5.840304e-08
2,1,5,3,8.932184e-05
0,4,6,3,6.410830e-05
0,2,3,1,7.253469e-05
4,5,0,2,1.695264e-04
4,0,5,6,2.838238e-04
0,5,6,3,3.003035e-04
5,0,1,2,2.652451e-04
6,3,2,4,2.858668e-04
1,3,2,4,3.985567e-04
