100000.0Hz[x, theta,  xnoise, fint, positions[:,0], positions[:,1], positions[:,2] ,positions[:,3]
-7.066660e-04,1.572296e+02,7.589238e-04,1.000000e+05,0,3,1,2
-4.156858e-04,1.567237e+02,1.093019e-03,1.000000e+05,1,4,2,3
-1.282220e-03,1.561047e+02,8.604472e-04,1.000000e+05,2,5,3,4
-9.392551e-04,1.530848e+02,9.082883e-04,1.000000e+05,3,6,4,5
-1.383343e-03,1.566853e+02,9.530532e-04,1.000000e+05,4,7,5,6
-1.307592e-03,1.552023e+02,9.189209e-04,1.000000e+05,5,8,6,7
-1.273760e-03,1.543450e+02,8.983462e-04,1.000000e+05,6,9,7,8
-1.253016e-03,1.536015e+02,8.791623e-04,1.000000e+05,7,10,8,9
-1.232829e-03,1.522774e+02,8.506731e-04,1.000000e+05,8,11,9,10
-1.057602e-03,1.601472e+02,9.192080e-04,1.000000e+05,9,12,10,11
-1.542267e-03,1.625601e+02,5.415716e-04,1.000000e+05,10,13,11,12
-5.384674e-04,1.647037e+02,7.280620e-04,1.000000e+05,11,14,12,13
-8.535741e-04,1.682487e+02,7.917997e-04,1.000000e+05,12,15,13,14
-7.082529e-04,1.660308e+02,7.527389e-04,1.000000e+05,13,16,14,15
-6.664777e-04,1.645054e+02,7.380787e-04,1.000000e+05,14,17,15,16
-6.521929e-04,1.631609e+02,7.194238e-04,1.000000e+05,15,18,16,17
-6.474515e-04,1.617825e+02,7.112000e-04,1.000000e+05,16,19,17,18
-5.426465e-04,1.640833e+02,7.394747e-04,1.000000e+05,17,20,18,19
-6.524858e-04,1.662366e+02,6.779971e-04,1.000000e+05,18,21,19,20
-5.735566e-04,1.670043e+02,7.387333e-04,1.000000e+05,19,22,20,21
-6.987874e-04,1.671907e+02,7.493902e-04,1.000000e+05,20,23,21,22
-6.695177e-04,1.658131e+02,7.383196e-04,1.000000e+05,21,24,22,23
-6.569916e-04,1.651420e+02,7.355608e-04,1.000000e+05,22,25,23,24
-6.503810e-04,1.637211e+02,7.167032e-04,1.000000e+05,23,26,24,25
-6.485252e-04,1.621385e+02,7.072805e-04,1.000000e+05,24,27,25,26
-5.435554e-04,1.640450e+02,7.462205e-04,1.000000e+05,25,28,26,27
-6.548917e-04,1.672018e+02,6.800507e-04,1.000000e+05,26,29,27,28
-5.749245e-04,1.672789e+02,7.400101e-04,1.000000e+05,27,30,28,29
-6.986035e-04,1.670553e+02,7.518987e-04,1.000000e+05,28,31,29,30
-6.737821e-04,1.656817e+02,7.368188e-04,1.000000e+05,29,0,30,31
-6.662338e-04,1.647573e+02,7.326484e-04,1.000000e+05,30,1,31,0
-6.734235e-04,1.630638e+02,7.293951e-04,1.000000e+05,31,2,0,1
