sin+,sin-,v_high,v_low,voltage
0,16,17,1,2.109853e-03
0,16,18,2,2.074325e-03
0,16,19,3,1.849184e-03
0,16,20,4,1.453672e-03
0,16,21,5,1.156173e-03
0,16,22,6,8.040835e-04
0,16,23,7,4.201369e-04
0,16,24,8,-2.699737e-05
0,16,25,9,-3.650248e-04
0,16,26,10,-6.841874e-04
0,16,27,11,-9.359482e-04
0,16,28,12,-1.200708e-03
0,16,29,13,-1.390401e-03
0,16,30,14,-1.729682e-03
0,16,31,15,-2.333225e-03
0,16,1,17,-2.531572e-03
0,16,2,18,-2.101354e-03
0,16,3,19,-1.804297e-03
0,16,4,20,-1.472318e-03
0,16,5,21,-1.170383e-03
0,16,6,22,-8.126053e-04
0,16,7,23,-4.131188e-04
0,16,8,24,-2.516953e-06
0,16,9,25,3.540638e-04
0,16,10,26,6.746232e-04
0,16,11,27,9.308216e-04
0,16,12,28,1.194720e-03
0,16,13,29,1.391939e-03
0,16,14,30,1.721241e-03
0,16,15,31,2.345976e-03
1,17,16,0,2.529207e-03
1,17,18,2,2.854849e-03
1,17,19,3,2.575553e-03
1,17,20,4,2.064041e-03
1,17,21,5,1.631660e-03
1,17,22,6,1.178204e-03
1,17,23,7,7.253554e-04
1,17,24,8,3.044643e-04
1,17,25,9,-6.843911e-05
1,17,26,10,-3.796392e-04
1,17,27,11,-6.074939e-04
1,17,28,12,-8.329724e-04
1,17,29,13,-9.942926e-04
1,17,30,14,-1.263531e-03
1,17,31,15,-1.708523e-03
1,17,0,16,-2.438295e-03
1,17,2,18,-2.851314e-03
1,17,3,19,-2.578035e-03
1,17,4,20,-2.066788e-03
1,17,5,21,-1.632718e-03
1,17,6,22,-1.179996e-03
1,17,7,23,-7.281638e-04
1,17,8,24,-3.071685e-04
1,17,9,25,6.848631e-05
1,17,10,26,3.786944e-04
1,17,11,27,6.051491e-04
1,17,12,28,8.294600e-04
1,17,13,29,9.937740e-04
1,17,14,30,1.262168e-03
1,17,15,31,1.707417e-03
2,18,16,0,1.965987e-03
2,18,17,1,2.766194e-03
2,18,19,3,3.541500e-03
2,18,20,4,2.827655e-03
2,18,21,5,2.162349e-03
2,18,22,6,1.554517e-03
2,18,23,7,1.010466e-03
2,18,24,8,5.346842e-04
2,18,25,9,1.462297e-04
2,18,26,10,-1.645180e-04
2,18,27,11,-3.904015e-04
2,18,28,12,-5.926529e-04
2,18,29,13,-7.387396e-04
2,18,30,14,-9.762209e-04
2,18,31,15,-1.349974e-03
2,18,0,16,-1.908548e-03
2,18,1,17,-2.767263e-03
2,18,3,19,-3.540846e-03
2,18,4,20,-2.828606e-03
2,18,5,21,-2.165818e-03
2,18,6,22,-1.556042e-03
2,18,7,23,-1.011344e-03
2,18,8,24,-5.416065e-04
2,18,9,25,-1.506799e-04
2,18,10,26,1.599960e-04
2,18,11,27,3.797590e-04
2,18,12,28,5.873127e-04
2,18,13,29,7.364963e-04
2,18,14,30,9.747482e-04
2,18,15,31,1.350516e-03
3,19,16,0,1.699937e-03
3,19,17,1,2.394811e-03
3,19,18,2,3.478328e-03
3,19,20,4,3.525767e-03
3,19,21,5,2.682059e-03
3,19,22,6,1.868554e-03
3,19,23,7,1.217309e-03
3,19,24,8,6.974755e-04
3,19,25,9,2.833964e-04
3,19,26,10,-3.441973e-05
3,19,27,11,-2.503044e-04
3,19,28,12,-4.548910e-04
3,19,29,13,-6.018443e-04
3,19,30,14,-8.307183e-04
3,19,31,15,-1.182902e-03
3,19,0,16,-1.681226e-03
3,19,1,17,-2.397464e-03
3,19,2,18,-3.478626e-03
3,19,4,20,-3.529471e-03
3,19,5,21,-2.683933e-03
3,19,6,22,-1.871947e-03
3,19,7,23,-1.217970e-03
3,19,8,24,-6.974164e-04
3,19,9,25,-2.850180e-04
3,19,10,26,2.967493e-05
3,19,11,27,2.482233e-04
3,19,12,28,4.537272e-04
3,19,13,29,6.044666e-04
3,19,14,30,8.291633e-04
3,19,15,31,1.176857e-03
4,20,16,0,1.378298e-03
4,20,17,1,1.891217e-03
4,20,18,2,2.564391e-03
4,20,19,3,3.372845e-03
4,20,21,5,3.941250e-03
4,20,22,6,2.733027e-03
4,20,23,7,1.709323e-03
4,20,24,8,1.010682e-03
4,20,25,9,5.229797e-04
4,20,26,10,1.773285e-04
4,20,27,11,-6.142050e-05
4,20,28,12,-2.796214e-04
4,20,29,13,-3.944232e-04
4,20,30,14,-6.075635e-04
4,20,31,15,-8.681251e-04
4,20,0,16,-1.310154e-03
4,20,1,17,-1.885525e-03
4,20,2,18,-2.580535e-03
4,20,3,19,-3.379584e-03
4,20,5,21,-3.946593e-03
4,20,6,22,-2.729756e-03
4,20,7,23,-1.705296e-03
4,20,8,24,-1.014041e-03
4,20,9,25,-5.298677e-04
4,20,10,26,-1.852882e-04
4,20,11,27,3.330177e-05
4,20,12,28,2.468252e-04
4,20,13,29,4.281297e-04
4,20,14,30,6.079054e-04
4,20,15,31,9.123669e-04
5,21,16,0,1.068951e-03
5,21,17,1,1.504842e-03
5,21,18,2,1.970679e-03
5,21,19,3,2.495495e-03
5,21,20,4,3.787489e-03
5,21,22,6,3.536561e-03
5,21,23,7,2.285735e-03
5,21,24,8,1.378404e-03
5,21,25,9,7.873291e-04
5,21,26,10,3.941007e-04
5,21,27,11,1.127636e-04
5,21,28,12,-8.643387e-05
5,21,29,13,-2.231308e-04
5,21,30,14,-3.969910e-04
5,21,31,15,-6.247576e-04
5,21,0,16,-1.023128e-03
5,21,1,17,-1.487144e-03
5,21,2,18,-2.018968e-03
5,21,3,19,-2.446827e-03
5,21,4,20,-3.798684e-03
5,21,6,22,-3.542081e-03
5,21,7,23,-2.294723e-03
5,21,8,24,-1.360838e-03
5,21,9,25,-7.851210e-04
5,21,10,26,-4.117947e-04
5,21,11,27,-2.037819e-04
5,21,12,28,3.820028e-05
5,21,13,29,2.567841e-04
5,21,14,30,3.907807e-04
5,21,15,31,7.013910e-04
6,22,16,0,7.269899e-04
6,22,17,1,1.048477e-03
6,22,18,2,1.395996e-03
6,22,19,3,1.700649e-03
6,22,20,4,2.372576e-03
6,22,21,5,3.304944e-03
6,22,23,7,3.203577e-03
6,22,24,8,2.069476e-03
6,22,25,9,1.259157e-03
6,22,26,10,7.741305e-04
6,22,27,11,4.899669e-04
6,22,28,12,2.428442e-04
6,22,29,13,1.060698e-04
6,22,30,14,-9.608622e-05
6,22,31,15,-3.581491e-04
6,22,0,16,-6.929498e-04
6,22,1,17,-1.047307e-03
6,22,2,18,-1.406146e-03
6,22,3,19,-1.692062e-03
6,22,4,20,-2.374534e-03
6,22,5,21,-3.308043e-03
6,22,7,23,-3.199601e-03
6,22,8,24,-2.070269e-03
6,22,9,25,-1.263307e-03
6,22,10,26,-7.770772e-04
6,22,11,27,-5.023227e-04
6,22,12,28,-2.566273e-04
6,22,13,29,-1.101752e-04
6,22,14,30,9.388213e-05
6,22,15,31,3.749634e-04
7,23,16,0,3.563082e-04
7,23,17,1,6.020321e-04
7,23,18,2,8.718373e-04
7,23,19,3,1.074707e-03
7,23,20,4,1.474769e-03
7,23,21,5,1.983515e-03
7,23,22,6,2.979231e-03
7,23,24,8,3.073362e-03
7,23,25,9,2.030190e-03
7,23,26,10,1.326844e-03
7,23,27,11,9.586754e-04
7,23,28,12,6.501137e-04
7,23,29,13,4.803140e-04
7,23,30,14,2.667482e-04
7,23,31,15,1.121739e-06
7,23,0,16,-2.893381e-04
7,23,1,17,-6.002260e-04
7,23,2,18,-8.810044e-04
7,23,3,19,-1.082710e-03
7,23,4,20,-1.476449e-03
7,23,5,21,-1.985435e-03
7,23,6,22,-2.985919e-03
7,23,8,24,-3.059349e-03
7,23,9,25,-2.044840e-03
7,23,10,26,-1.347546e-03
7,23,11,27,-9.745868e-04
7,23,12,28,-6.637876e-04
7,23,13,29,-4.829046e-04
7,23,14,30,-2.755881e-04
7,23,15,31,-1.430486e-06
8,24,16,0,-4.713316e-05
8,24,17,1,1.917025e-04
8,24,18,2,4.227055e-04
8,24,19,3,5.811801e-04
