sin+,sin-,v_high,v_low,voltage
0,1,3,2,-2.564041e-03
0,1,4,3,-3.491742e-03
0,1,5,4,-3.708303e-03
0,1,6,5,-3.749194e-03
0,1,7,6,-3.754616e-03
0,1,8,7,-3.755706e-03
0,1,9,8,-3.755636e-03
0,1,10,9,-3.755598e-03
0,1,11,10,-3.755065e-03
0,1,12,11,-3.754989e-03
0,1,13,12,-3.755224e-03
0,1,14,13,-3.755586e-03
0,1,15,14,-3.755261e-03
0,1,16,15,-3.756313e-03
0,1,17,16,-3.757369e-03
0,1,18,17,-3.757491e-03
0,1,19,18,-3.756655e-03
0,1,20,19,-3.757318e-03
0,1,21,20,-3.756569e-03
0,1,22,21,-3.756992e-03
0,1,23,22,-3.757374e-03
0,1,24,23,-3.757167e-03
0,1,25,24,-3.757550e-03
0,1,26,25,-3.757091e-03
0,1,27,26,-3.757243e-03
0,1,28,27,-3.757064e-03
0,1,29,28,-3.757250e-03
0,1,30,29,-3.759531e-03
0,1,31,30,-3.759480e-03
1,2,4,3,-3.758965e-03
1,2,5,4,-3.758893e-03
1,2,6,5,-3.758649e-03
1,2,7,6,-3.757620e-03
1,2,8,7,-3.756795e-03
1,2,9,8,-3.756179e-03
1,2,10,9,-3.755569e-03
1,2,11,10,-3.756058e-03
1,2,12,11,-3.754616e-03
1,2,13,12,-3.755154e-03
1,2,14,13,-3.757030e-03
1,2,15,14,-3.757697e-03
1,2,16,15,-3.759336e-03
1,2,17,16,-3.759186e-03
1,2,18,17,-3.755578e-03
1,2,19,18,-3.755658e-03
1,2,20,19,-3.757071e-03
1,2,21,20,-3.756327e-03
1,2,22,21,-3.755837e-03
1,2,23,22,-3.754840e-03
1,2,24,23,-3.756531e-03
1,2,25,24,-3.754572e-03
1,2,26,25,-3.754250e-03
1,2,27,26,-3.753699e-03
1,2,28,27,-3.750002e-03
1,2,29,28,-3.751506e-03
1,2,30,29,-3.752136e-03
1,2,31,30,-3.752237e-03
1,2,0,31,-3.755390e-03
2,3,1,0,-3.758052e-03
2,3,5,4,-3.758054e-03
2,3,6,5,-3.757839e-03
2,3,7,6,-3.758081e-03
2,3,8,7,-3.758125e-03
2,3,9,8,-3.758767e-03
2,3,10,9,-3.757628e-03
2,3,11,10,-3.757257e-03
2,3,12,11,-3.756637e-03
2,3,13,12,-3.755616e-03
2,3,14,13,-3.757020e-03
2,3,15,14,-3.758225e-03
2,3,16,15,-3.758581e-03
2,3,17,16,-3.757674e-03
2,3,18,17,-3.756717e-03
2,3,19,18,-3.755857e-03
2,3,20,19,-3.755212e-03
2,3,21,20,-3.755121e-03
2,3,22,21,-3.754510e-03
2,3,23,22,-3.755534e-03
2,3,24,23,-3.755088e-03
2,3,25,24,-3.755430e-03
2,3,26,25,-3.757609e-03
2,3,27,26,-3.759187e-03
2,3,28,27,-3.758884e-03
2,3,29,28,-3.758890e-03
2,3,30,29,-3.756956e-03
2,3,31,30,-3.756260e-03
2,3,0,31,-3.755860e-03
3,4,1,0,-3.756296e-03
3,4,2,1,-3.757115e-03
3,4,6,5,-3.756582e-03
3,4,7,6,-3.757210e-03
3,4,8,7,-3.756645e-03
3,4,9,8,-3.755527e-03
3,4,10,9,-3.755334e-03
3,4,11,10,-3.756488e-03
3,4,12,11,-3.756159e-03
3,4,13,12,-3.756893e-03
3,4,14,13,-3.758106e-03
3,4,15,14,-3.758232e-03
3,4,16,15,-3.758268e-03
3,4,17,16,-3.758396e-03
3,4,18,17,-3.758336e-03
3,4,19,18,-3.758549e-03
3,4,20,19,-3.759702e-03
3,4,21,20,-3.760258e-03
