300000.0Hz[x, theta,  xnoise, fint, positions[:,0], positions[:,1], positions[:,2] ,positions[:,3]
-4.270783e-04,1.491029e+02,3.164628e-04,3.000000e+05,0,3,1,2
-2.789109e-04,1.594142e+02,4.241079e-04,3.000000e+05,1,4,2,3
-8.128816e-04,1.498659e+02,3.183713e-04,3.000000e+05,2,5,3,4
-5.244772e-04,1.401434e+02,2.791897e-04,3.000000e+05,3,6,4,5
-8.609270e-04,1.446965e+02,2.679342e-04,3.000000e+05,4,7,5,6
-7.846958e-04,1.436308e+02,2.302111e-04,3.000000e+05,5,8,6,7
-7.534554e-04,1.434648e+02,2.134334e-04,3.000000e+05,6,9,7,8
-7.375766e-04,1.435485e+02,2.088425e-04,3.000000e+05,7,10,8,9
-7.309093e-04,1.436081e+02,2.063500e-04,3.000000e+05,8,11,9,10
-7.128010e-04,1.499677e+02,2.877800e-04,3.000000e+05,9,12,10,11
-1.021592e-03,1.453574e+02,2.297092e-04,3.000000e+05,10,13,11,12
-3.808523e-04,1.474184e+02,3.735854e-04,3.000000e+05,11,14,12,13
-6.662403e-04,1.571862e+02,4.356260e-04,3.000000e+05,12,15,13,14
-5.115804e-04,1.546012e+02,3.850341e-04,3.000000e+05,13,16,14,15
-4.641078e-04,1.531244e+02,3.553943e-04,3.000000e+05,14,17,15,16
-4.325331e-04,1.520612e+02,3.402850e-04,3.000000e+05,15,18,16,17
-4.227581e-04,1.510491e+02,3.324767e-04,3.000000e+05,16,19,17,18
-3.819248e-04,1.565085e+02,3.675058e-04,3.000000e+05,17,20,18,19
-4.785245e-04,1.566775e+02,3.792234e-04,3.000000e+05,18,21,19,20
-4.315769e-04,1.566004e+02,4.161435e-04,3.000000e+05,19,22,20,21
-5.257817e-04,1.571307e+02,4.062385e-04,3.000000e+05,20,23,21,22
-4.821049e-04,1.550203e+02,3.828338e-04,3.000000e+05,21,24,22,23
-4.653498e-04,1.554448e+02,3.610872e-04,3.000000e+05,22,25,23,24
-4.376769e-04,1.535209e+02,3.490568e-04,3.000000e+05,23,26,24,25
-4.275296e-04,1.517671e+02,3.373824e-04,3.000000e+05,24,27,25,26
-3.795668e-04,1.560711e+02,3.817948e-04,3.000000e+05,25,28,26,27
-4.977323e-04,1.592224e+02,3.847069e-04,3.000000e+05,26,29,27,28
-4.357604e-04,1.569671e+02,4.225168e-04,3.000000e+05,27,30,28,29
-5.270045e-04,1.565638e+02,4.073038e-04,3.000000e+05,28,31,29,30
-4.844080e-04,1.546074e+02,3.791276e-04,3.000000e+05,29,0,30,31
-4.678392e-04,1.544059e+02,3.641628e-04,3.000000e+05,30,1,31,0
-4.539221e-04,1.534683e+02,3.445318e-04,3.000000e+05,31,2,0,1
