100000.0Hz wait=60periods tc=5[x,theta, xnoise,fint,sin+,sin-,v+,v-]
1.242949e-06,8.452759e+01,4.600273e-04,1.000000e+05,0,3,1,2
-3.897954e-07,9.507632e+01,4.643829e-04,1.000000e+05,1,4,2,3
-3.667001e-06,1.384682e+02,4.800672e-04,1.000000e+05,2,5,3,4
-7.122096e-07,9.499510e+01,5.152689e-04,1.000000e+05,3,6,4,5
1.599640e-06,7.889943e+01,5.283924e-04,1.000000e+05,4,7,5,6
9.459567e-07,8.028378e+01,5.729350e-04,1.000000e+05,5,8,6,7
1.615733e-06,7.271072e+01,6.013117e-04,1.000000e+05,6,9,7,8
-3.554132e-06,1.364873e+02,6.323314e-04,1.000000e+05,7,10,8,9
-1.782777e-03,1.432861e+02,6.510999e-04,1.000000e+05,8,11,9,10
-3.259757e-06,1.393463e+02,6.638707e-04,1.000000e+05,9,12,10,11
-2.926414e-06,1.547119e+02,6.769579e-04,1.000000e+05,10,13,11,12
-2.635804e-06,1.534402e+02,6.992648e-04,1.000000e+05,11,14,12,13
4.497288e-06,6.248442e+01,7.168637e-04,1.000000e+05,12,15,13,14
-2.585720e-06,1.559252e+02,7.397054e-04,1.000000e+05,13,16,14,15
-2.537670e-06,1.557890e+02,7.425840e-04,1.000000e+05,14,17,15,16
-2.965057e-06,1.564199e+02,7.401561e-04,1.000000e+05,15,18,16,17
-2.930328e-06,1.486335e+02,7.226849e-04,1.000000e+05,16,19,17,18
-3.028299e-06,1.491413e+02,7.085260e-04,1.000000e+05,17,20,18,19
-2.390280e-06,1.015489e+02,6.901560e-04,1.000000e+05,18,21,19,20
-7.145803e-07,9.544122e+01,6.635705e-04,1.000000e+05,19,22,20,21
-2.965493e-06,1.621633e+02,6.439575e-04,1.000000e+05,20,23,21,22
8.041692e-07,7.872102e+01,6.190158e-04,1.000000e+05,21,24,22,23
-3.162330e-06,1.485273e+02,5.980584e-04,1.000000e+05,22,25,23,24
5.179149e-08,8.807608e+01,5.701269e-04,1.000000e+05,23,26,24,25
-2.064337e-05,1.598245e+02,5.470669e-04,1.000000e+05,24,27,25,26
-3.042631e-06,1.546309e+02,5.269173e-04,1.000000e+05,25,28,26,27
-3.100199e-06,1.592922e+02,5.328691e-04,1.000000e+05,26,29,27,28
-1.216831e-05,1.394756e+02,5.123973e-04,1.000000e+05,27,30,28,29
-6.987990e-04,1.670393e+02,5.311779e-04,1.000000e+05,28,31,29,30
-5.647282e-07,9.440238e+01,5.152982e-04,1.000000e+05,29,0,30,31
-6.397210e-07,9.476054e+01,5.169018e-04,1.000000e+05,30,1,31,0
-2.438014e-06,1.246510e+02,5.214664e-04,1.000000e+05,31,2,0,1
