300000.0Hz wait=120periods tc=6[x,theta, y,fint,sin+,sin-,v+,v-]
1.731762e-05,4.684128e+01,1.846805e-05,3.000000e+05,0,1,3,2
6.853203e-07,2.171595e+01,2.729431e-07,3.000000e+05,7,8,10,9
