sin+,sin-,v_high,v_low,voltage
0,1,3,2,-1.932264e-07
0,1,4,3,-1.217697e-06
0,1,5,4,-1.663181e-06
0,1,6,5,-4.572436e-06
0,1,7,6,-7.447985e-06
0,1,8,7,-9.637924e-06
0,1,9,8,-1.148215e-05
0,1,10,9,-1.385419e-05
0,1,11,10,-1.592840e-05
0,1,12,11,-8.969912e-06
0,1,13,12,-2.649750e-06
0,1,14,13,-3.704859e-06
0,1,15,14,-8.361567e-06
0,1,16,15,-1.308303e-05
0,1,17,16,-1.635402e-05
0,1,18,17,-1.874181e-05
0,1,19,18,-1.889191e-05
0,1,20,19,-2.069693e-05
0,1,21,20,-1.925700e-05
0,1,22,21,-2.117818e-05
0,1,23,22,-2.169761e-05
0,1,24,23,-2.222924e-05
0,1,25,24,-2.260456e-05
0,1,26,25,-2.340517e-05
0,1,27,26,-2.314822e-05
0,1,28,27,-1.785613e-05
0,1,29,28,-9.905072e-06
0,1,30,29,-7.514278e-06
0,1,31,30,-1.001542e-05
1,2,4,3,-1.264903e-05
1,2,5,4,-1.508281e-05
1,2,6,5,-1.433618e-05
1,2,7,6,-8.804264e-06
1,2,8,7,2.132275e-06
1,2,9,8,1.233456e-05
1,2,10,9,2.081957e-05
1,2,11,10,4.031214e-05
1,2,12,11,6.797626e-05
1,2,13,12,9.377295e-05
1,2,14,13,1.144609e-04
1,2,15,14,1.356285e-04
1,2,16,15,1.565286e-04
1,2,17,16,1.747495e-04
1,2,18,17,1.877443e-04
1,2,19,18,1.940299e-04
1,2,20,19,1.995484e-04
1,2,21,20,2.021317e-04
1,2,22,21,2.038169e-04
1,2,23,22,2.059592e-04
1,2,24,23,2.058752e-04
1,2,25,24,2.049729e-04
1,2,26,25,2.043723e-04
1,2,27,26,2.010936e-04
1,2,28,27,1.961768e-04
1,2,29,28,1.814393e-04
1,2,30,29,1.657101e-04
1,2,31,30,1.480507e-04
1,2,0,31,1.279229e-04
2,3,1,0,1.083346e-04
2,3,5,4,8.139081e-05
2,3,6,5,5.442188e-05
2,3,7,6,2.829159e-05
2,3,8,7,8.730094e-06
2,3,9,8,-5.258829e-06
2,3,10,9,-1.481977e-05
2,3,11,10,-2.534888e-05
2,3,12,11,-3.770756e-05
2,3,13,12,-4.926382e-05
2,3,14,13,-5.453138e-05
2,3,15,14,-5.710067e-05
2,3,16,15,-5.546917e-05
2,3,17,16,-5.147543e-05
2,3,18,17,-4.709514e-05
2,3,19,18,-4.720781e-05
2,3,20,19,-5.395124e-05
2,3,21,20,-6.064501e-05
2,3,22,21,-6.173253e-05
2,3,23,22,-5.993310e-05
2,3,24,23,-5.437318e-05
2,3,25,24,-4.639099e-05
2,3,26,25,-3.806751e-05
2,3,27,26,-2.755256e-05
2,3,28,27,-2.336064e-05
2,3,29,28,-2.044452e-05
2,3,30,29,-1.580119e-05
2,3,31,30,-9.912188e-06
2,3,0,31,-1.455959e-06
3,4,1,0,1.096869e-05
3,4,2,1,2.218552e-05
3,4,6,5,4.404843e-05
3,4,7,6,6.731007e-05
3,4,8,7,6.510333e-05
3,4,9,8,4.218708e-05
3,4,10,9,1.455755e-05
3,4,11,10,-9.908675e-06
3,4,12,11,-2.182030e-05
3,4,13,12,-2.150558e-05
3,4,14,13,-1.895284e-05
3,4,15,14,-3.467229e-06
3,4,16,15,3.191149e-05
3,4,17,16,6.721911e-05
3,4,18,17,1.231007e-04
3,4,19,18,1.639912e-04
3,4,20,19,2.095358e-04
3,4,21,20,2.686932e-04
3,4,22,21,3.111391e-04
3,4,23,22,3.176538e-04
3,4,24,23,2.978313e-04
3,4,25,24,2.570608e-04
3,4,26,25,2.175497e-04
3,4,27,26,1.981754e-04
3,4,28,27,1.973220e-04
3,4,29,28,1.842693e-04
3,4,30,29,1.607659e-04
3,4,31,30,1.255603e-04
3,4,0,31,4.865486e-05
4,5,1,0,-1.541954e-05
4,5,2,1,-7.402794e-05
4,5,3,2,-1.256077e-04
4,5,7,6,-1.614484e-04
4,5,8,7,-1.901732e-04
4,5,9,8,-2.095928e-04
4,5,10,9,-2.239252e-04
4,5,11,10,-2.464216e-04
4,5,12,11,-2.691427e-04
4,5,13,12,-2.852421e-04
4,5,14,13,-3.028900e-04
4,5,15,14,-2.999736e-04
4,5,16,15,-2.936900e-04
4,5,17,16,-2.804694e-04
4,5,18,17,-2.688415e-04
4,5,19,18,-2.510991e-04
4,5,20,19,-2.299104e-04
4,5,21,20,-2.286676e-04
4,5,22,21,-2.425471e-04
4,5,23,22,-2.513223e-04
4,5,24,23,-2.550142e-04
4,5,25,24,-2.553583e-04
4,5,26,25,-2.524220e-04
4,5,27,26,-2.593097e-04
4,5,28,27,-2.669093e-04
4,5,29,28,-2.725853e-04
4,5,30,29,-2.962569e-04
4,5,31,30,-3.146977e-04
4,5,0,31,-3.214837e-04
5,6,1,0,-3.236199e-04
5,6,2,1,-3.221217e-04
5,6,3,2,-3.316344e-04
5,6,4,3,-3.400843e-04
5,6,8,7,-3.496645e-04
5,6,9,8,-3.795773e-04
5,6,10,9,-3.990648e-04
5,6,11,10,-4.195803e-04
5,6,12,11,-4.448218e-04
5,6,13,12,-4.577119e-04
5,6,14,13,-4.857889e-04
5,6,15,14,-5.030705e-04
5,6,16,15,-5.129567e-04
5,6,17,16,-5.120000e-04
5,6,18,17,-5.050871e-04
5,6,19,18,-4.975362e-04
5,6,20,19,-4.812562e-04
5,6,21,20,-4.775240e-04
5,6,22,21,-4.802396e-04
5,6,23,22,-4.771532e-04
5,6,24,23,-4.692341e-04
5,6,25,24,-4.579668e-04
5,6,26,25,-4.429980e-04
5,6,27,26,-4.406719e-04
5,6,28,27,-4.439294e-04
5,6,29,28,-4.424021e-04
5,6,30,29,-4.563580e-04
5,6,31,30,-4.487430e-04
5,6,0,31,-4.369275e-04
6,7,1,0,-4.215970e-04
6,7,2,1,-4.057664e-04
6,7,3,2,-4.034805e-04
6,7,4,3,-3.975762e-04
6,7,5,4,-4.067359e-04
6,7,9,8,-4.262135e-04
6,7,10,9,-4.368761e-04
6,7,11,10,-4.512390e-04
6,7,12,11,-4.604127e-04
6,7,13,12,-4.716700e-04
6,7,14,13,-4.896879e-04
6,7,15,14,-4.907734e-04
6,7,16,15,-4.838507e-04
6,7,17,16,-4.734854e-04
6,7,18,17,-4.597185e-04
6,7,19,18,-4.585615e-04
6,7,20,19,-4.555671e-04
6,7,21,20,-4.600051e-04
6,7,22,21,-4.744891e-04
6,7,23,22,-4.805837e-04
6,7,24,23,-4.800523e-04
6,7,25,24,-4.739102e-04
6,7,26,25,-4.637854e-04
6,7,27,26,-4.638594e-04
6,7,28,27,-4.653759e-04
6,7,29,28,-4.615797e-04
6,7,30,29,-4.745038e-04
6,7,31,30,-4.830247e-04
6,7,0,31,-4.831314e-04
7,8,1,0,-4.784655e-04
7,8,2,1,-4.657793e-04
7,8,3,2,-4.612926e-04
7,8,4,3,-4.538050e-04
7,8,5,4,-4.319902e-04
7,8,6,5,-4.177147e-04
7,8,10,9,-3.935117e-04
7,8,11,10,-3.842334e-04
7,8,12,11,-3.858458e-04
7,8,13,12,-3.769814e-04
7,8,14,13,-3.518810e-04
7,8,15,14,-3.235629e-04
7,8,16,15,-2.936207e-04
7,8,17,16,-2.709754e-04
7,8,18,17,-2.480141e-04
7,8,19,18,-2.231738e-04
7,8,20,19,-2.094543e-04
7,8,21,20,-1.891823e-04
7,8,22,21,-1.754029e-04
7,8,23,22,-1.658781e-04
7,8,24,23,-1.535828e-04
7,8,25,24,-1.429898e-04
7,8,26,25,-1.328779e-04
7,8,27,26,-1.253708e-04
7,8,28,27,-1.310757e-04
7,8,29,28,-1.379789e-04
7,8,30,29,-1.407305e-04
7,8,31,30,-1.504968e-04
7,8,0,31,-1.581933e-04
8,9,1,0,-1.627944e-04
8,9,2,1,-1.661166e-04
8,9,3,2,-1.612116e-04
8,9,4,3,-1.436744e-04
8,9,5,4,-1.330761e-04
8,9,6,5,-1.363746e-04
8,9,7,6,-1.369458e-04
8,9,11,10,-1.348166e-04
8,9,12,11,-1.239585e-04
8,9,13,12,-1.022590e-04
8,9,14,13,-5.530023e-05
8,9,15,14,-5.734338e-06
8,9,16,15,3.631470e-05
8,9,17,16,6.688984e-05
8,9,18,17,9.448794e-05
8,9,19,18,1.161726e-04
8,9,20,19,1.280626e-04
8,9,21,20,1.384266e-04
8,9,22,21,1.452399e-04
8,9,23,22,1.482535e-04
8,9,24,23,1.491201e-04
8,9,25,24,1.493117e-04
8,9,26,25,1.498424e-04
8,9,27,26,1.430875e-04
8,9,28,27,1.188581e-04
8,9,29,28,9.826459e-05
8,9,30,29,9.596933e-05
8,9,31,30,9.427337e-05
8,9,0,31,9.137345e-05
9,10,1,0,8.694318e-05
9,10,2,1,9.151464e-05
9,10,3,2,1.107597e-04
9,10,4,3,1.293502e-04
9,10,5,4,1.428280e-04
9,10,6,5,1.549173e-04
9,10,7,6,1.767182e-04
9,10,8,7,2.009506e-04
9,10,12,11,2.238958e-04
9,10,13,12,2.393138e-04
9,10,14,13,2.416312e-04
9,10,15,14,2.527657e-04
9,10,16,15,2.729152e-04
9,10,17,16,3.015666e-04
9,10,18,17,3.224442e-04
9,10,19,18,3.650576e-04
9,10,20,19,3.972043e-04
9,10,21,20,4.155383e-04
9,10,22,21,4.301822e-04
9,10,23,22,4.467361e-04
9,10,24,23,4.658125e-04
9,10,25,24,4.778301e-04
9,10,26,25,4.783279e-04
9,10,27,26,4.653446e-04
9,10,28,27,4.464495e-04
9,10,29,28,4.173716e-04
9,10,30,29,3.740876e-04
9,10,31,30,3.240674e-04
9,10,0,31,2.650571e-04
10,11,1,0,1.876523e-04
10,11,2,1,1.473915e-04
10,11,3,2,1.098468e-04
10,11,4,3,7.582537e-05
10,11,5,4,5.168156e-05
10,11,6,5,1.738976e-05
10,11,7,6,-9.178593e-06
10,11,8,7,-3.192969e-05
10,11,9,8,-5.090109e-05
10,11,13,12,-6.371037e-05
10,11,14,13,-7.317849e-05
10,11,15,14,-7.636781e-05
10,11,16,15,-7.450113e-05
10,11,17,16,-6.609433e-05
10,11,18,17,-5.176555e-05
10,11,19,18,-4.157768e-05
10,11,20,19,-3.099994e-05
10,11,21,20,-1.574768e-05
10,11,22,21,4.057029e-06
10,11,23,22,3.442082e-05
10,11,24,23,5.910589e-05
10,11,25,24,8.603841e-05
10,11,26,25,1.147418e-04
10,11,27,26,1.327937e-04
10,11,28,27,1.517711e-04
10,11,29,28,1.694502e-04
10,11,30,29,1.911936e-04
10,11,31,30,2.158132e-04
10,11,0,31,2.415620e-04
11,12,1,0,2.709775e-04
11,12,2,1,2.855685e-04
11,12,3,2,3.063177e-04
11,12,4,3,3.269425e-04
11,12,5,4,3.340376e-04
11,12,6,5,3.127895e-04
11,12,7,6,2.727232e-04
11,12,8,7,2.274598e-04
11,12,9,8,1.920477e-04
11,12,10,9,1.655839e-04
11,12,14,13,1.711899e-04
11,12,15,14,1.623935e-04
11,12,16,15,1.416501e-04
11,12,17,16,1.207497e-04
11,12,18,17,1.005991e-04
11,12,19,18,1.018986e-04
11,12,20,19,1.101973e-04
11,12,21,20,1.067072e-04
11,12,22,21,7.535001e-05
11,12,23,22,2.500678e-05
11,12,24,23,-4.853197e-05
11,12,25,24,-1.207231e-04
11,12,26,25,-1.622050e-04
11,12,27,26,-1.612246e-04
11,12,28,27,-1.573283e-04
11,12,29,28,-1.602920e-04
11,12,30,29,-1.622275e-04
11,12,31,30,-1.659545e-04
11,12,0,31,-1.956220e-04
12,13,1,0,-2.237754e-04
12,13,2,1,-2.522124e-04
12,13,3,2,-2.862681e-04
12,13,4,3,-3.307356e-04
12,13,5,4,-3.580579e-04
12,13,6,5,-3.548820e-04
12,13,7,6,-3.423904e-04
12,13,8,7,-3.276939e-04
12,13,9,8,-2.956346e-04
12,13,10,9,-2.616319e-04
12,13,11,10,-2.253811e-04
12,13,15,14,-1.906896e-04
12,13,16,15,-1.692669e-04
12,13,17,16,-1.429962e-04
12,13,18,17,-1.206053e-04
12,13,19,18,-1.060825e-04
12,13,20,19,-1.095292e-04
12,13,21,20,-1.276823e-04
12,13,22,21,-1.659630e-04
12,13,23,22,-2.052535e-04
12,13,24,23,-2.270904e-04
12,13,25,24,-2.353993e-04
12,13,26,25,-2.324017e-04
12,13,27,26,-2.140666e-04
12,13,28,27,-1.944283e-04
12,13,29,28,-1.820288e-04
12,13,30,29,-1.494783e-04
12,13,31,30,-9.703065e-05
12,13,0,31,-5.113325e-05
13,14,1,0,3.851135e-06
13,14,2,1,5.122236e-05
13,14,3,2,1.122890e-04
13,14,4,3,1.501336e-04
13,14,5,4,1.855256e-04
13,14,6,5,2.332306e-04
13,14,7,6,2.646668e-04
13,14,8,7,3.006895e-04
13,14,9,8,3.213724e-04
13,14,10,9,3.346947e-04
13,14,11,10,3.458190e-04
13,14,12,11,3.589889e-04
13,14,16,15,3.572489e-04
13,14,17,16,3.504443e-04
13,14,18,17,3.414208e-04
13,14,19,18,3.275530e-04
13,14,20,19,3.131187e-04
13,14,21,20,3.006613e-04
13,14,22,21,3.087383e-04
13,14,23,22,3.125691e-04
13,14,24,23,3.126612e-04
13,14,25,24,3.082165e-04
13,14,26,25,3.015251e-04
13,14,27,26,3.075831e-04
13,14,28,27,3.194691e-04
13,14,29,28,3.302739e-04
13,14,30,29,3.444706e-04
13,14,31,30,3.366985e-04
13,14,0,31,3.230771e-04
14,15,1,0,3.095328e-04
14,15,2,1,2.902528e-04
14,15,3,2,2.663508e-04
14,15,4,3,2.345916e-04
14,15,5,4,2.182188e-04
14,15,6,5,2.106238e-04
14,15,7,6,2.007543e-04
14,15,8,7,1.910544e-04
14,15,9,8,1.809278e-04
14,15,10,9,1.693949e-04
14,15,11,10,1.728715e-04
14,15,12,11,1.834459e-04
14,15,13,12,1.953507e-04
14,15,17,16,2.139724e-04
14,15,18,17,2.193881e-04
14,15,19,18,2.379013e-04
14,15,20,19,2.446000e-04
14,15,21,20,2.607180e-04
14,15,22,21,2.846744e-04
14,15,23,22,2.981839e-04
14,15,24,23,3.105323e-04
14,15,25,24,3.147280e-04
14,15,26,25,3.136738e-04
14,15,27,26,3.221303e-04
14,15,28,27,3.337517e-04
14,15,29,28,3.444997e-04
14,15,30,29,3.525527e-04
14,15,31,30,3.392970e-04
14,15,0,31,3.246835e-04
15,16,1,0,3.061412e-04
15,16,2,1,2.903682e-04
15,16,3,2,2.746083e-04
15,16,4,3,2.441103e-04
15,16,5,4,2.205734e-04
15,16,6,5,2.198764e-04
15,16,7,6,2.160070e-04
15,16,8,7,2.104964e-04
15,16,9,8,2.036458e-04
15,16,10,9,1.933002e-04
15,16,11,10,1.940083e-04
15,16,12,11,1.876878e-04
15,16,13,12,1.729147e-04
15,16,14,13,1.590337e-04
15,16,18,17,1.267107e-04
15,16,19,18,1.054332e-04
15,16,20,19,7.743642e-05
15,16,21,20,4.285831e-05
15,16,22,21,2.770657e-05
15,16,23,22,1.261926e-05
15,16,24,23,2.901567e-06
15,16,25,24,-5.688296e-06
15,16,26,25,-1.433010e-05
15,16,27,26,-1.292389e-05
15,16,28,27,-3.201488e-06
15,16,29,28,-8.382974e-06
15,16,30,29,-1.899455e-05
15,16,31,30,-4.555848e-05
15,16,0,31,-6.785198e-05
16,17,1,0,-8.152186e-05
16,17,2,1,-9.130510e-05
16,17,3,2,-9.951715e-05
16,17,4,3,-1.128841e-04
16,17,5,4,-1.328673e-04
16,17,6,5,-1.381772e-04
16,17,7,6,-1.410631e-04
16,17,8,7,-1.419490e-04
16,17,9,8,-1.414907e-04
16,17,10,9,-1.396661e-04
16,17,11,10,-1.362259e-04
16,17,12,11,-1.182170e-04
16,17,13,12,-9.772740e-05
16,17,14,13,-7.571369e-05
16,17,15,14,-4.530463e-05
16,17,19,18,-2.053572e-05
16,17,20,19,6.654688e-06
16,17,21,20,2.633425e-05
16,17,22,21,3.221317e-05
16,17,23,22,3.668763e-05
16,17,24,23,4.017578e-05
16,17,25,24,4.293781e-05
16,17,26,25,4.556299e-05
16,17,27,26,4.062766e-05
16,17,28,27,4.315529e-05
16,17,29,28,4.331004e-05
16,17,30,29,3.687763e-05
16,17,31,30,3.677485e-05
16,17,0,31,3.636843e-05
17,18,1,0,3.599980e-05
17,18,2,1,2.687959e-05
17,18,3,2,9.656106e-06
17,18,4,3,-1.565791e-06
17,18,5,4,-1.323080e-05
17,18,6,5,-3.204400e-05
17,18,7,6,-6.084803e-05
17,18,8,7,-8.447701e-05
17,18,9,8,-1.119116e-04
17,18,10,9,-1.314590e-04
17,18,11,10,-1.440108e-04
17,18,12,11,-1.488890e-04
17,18,13,12,-1.572308e-04
17,18,14,13,-1.802399e-04
17,18,15,14,-1.993166e-04
17,18,16,15,-2.227966e-04
17,18,20,19,-2.406258e-04
17,18,21,20,-2.553879e-04
17,18,22,21,-2.716215e-04
17,18,23,22,-2.817169e-04
17,18,24,23,-2.903533e-04
17,18,25,24,-3.002654e-04
17,18,26,25,-3.171368e-04
17,18,27,26,-3.185667e-04
17,18,28,27,-3.101879e-04
17,18,29,28,-3.096828e-04
17,18,30,29,-3.135992e-04
17,18,31,30,-3.093666e-04
17,18,0,31,-2.997197e-04
18,19,1,0,-2.854329e-04
18,19,2,1,-2.652397e-04
18,19,3,2,-2.423655e-04
18,19,4,3,-2.197579e-04
18,19,5,4,-2.035458e-04
18,19,6,5,-1.922011e-04
18,19,7,6,-1.868574e-04
18,19,8,7,-1.857771e-04
18,19,9,8,-1.859266e-04
18,19,10,9,-1.874378e-04
18,19,11,10,-1.843842e-04
18,19,12,11,-1.783293e-04
18,19,13,12,-1.705416e-04
18,19,14,13,-1.605009e-04
18,19,15,14,-1.491213e-04
18,19,16,15,-1.407345e-04
18,19,17,16,-1.331755e-04
18,19,21,20,-1.256540e-04
18,19,22,21,-1.172501e-04
18,19,23,22,-1.073065e-04
18,19,24,23,-9.977986e-05
18,19,25,24,-9.094561e-05
18,19,26,25,-8.299616e-05
18,19,27,26,-7.661698e-05
18,19,28,27,-6.972338e-05
18,19,29,28,-5.839180e-05
18,19,30,29,-4.538202e-05
18,19,31,30,-3.093847e-05
18,19,0,31,-1.336942e-05
19,20,1,0,2.397177e-06
19,20,2,1,2.705422e-05
19,20,3,2,3.483025e-05
19,20,4,3,3.107069e-05
19,20,5,4,2.145624e-05
19,20,6,5,2.286634e-05
19,20,7,6,5.315016e-05
19,20,8,7,1.044937e-04
19,20,9,8,1.666013e-04
19,20,10,9,2.163461e-04
19,20,11,10,2.452862e-04
19,20,12,11,2.440042e-04
19,20,13,12,2.440762e-04
19,20,14,13,2.620475e-04
19,20,15,14,2.878771e-04
19,20,16,15,3.213990e-04
19,20,17,16,3.514118e-04
19,20,18,17,3.735387e-04
19,20,22,21,3.776028e-04
19,20,23,22,3.600741e-04
19,20,24,23,3.717452e-04
19,20,25,24,3.914667e-04
19,20,26,25,4.031895e-04
19,20,27,26,3.872272e-04
19,20,28,27,3.424069e-04
19,20,29,28,3.168095e-04
19,20,30,29,3.082812e-04
19,20,31,30,3.164157e-04
19,20,0,31,3.447196e-04
20,21,1,0,3.841549e-04
20,21,2,1,4.175752e-04
20,21,3,2,4.541352e-04
20,21,4,3,4.805533e-04
20,21,5,4,5.041754e-04
20,21,6,5,5.339383e-04
20,21,7,6,5.561498e-04
20,21,8,7,5.673557e-04
20,21,9,8,5.701681e-04
20,21,10,9,5.646440e-04
20,21,11,10,5.619625e-04
20,21,12,11,5.568591e-04
20,21,13,12,5.536239e-04
20,21,14,13,5.373209e-04
20,21,15,14,5.201146e-04
20,21,16,15,5.031581e-04
20,21,17,16,4.836409e-04
20,21,18,17,4.638030e-04
20,21,19,18,4.318452e-04
20,21,23,22,4.048729e-04
20,21,24,23,3.844194e-04
20,21,25,24,3.623886e-04
20,21,26,25,3.418045e-04
20,21,27,26,3.113855e-04
20,21,28,27,2.765245e-04
20,21,29,28,2.431235e-04
20,21,30,29,2.006118e-04
20,21,31,30,1.573664e-04
20,21,0,31,1.295593e-04
21,22,1,0,1.050176e-04
21,22,2,1,8.651226e-05
21,22,3,2,5.679376e-05
21,22,4,3,3.327252e-05
21,22,5,4,3.761718e-06
21,22,6,5,-3.557638e-05
21,22,7,6,-6.594198e-05
21,22,8,7,-8.900484e-05
21,22,9,8,-1.073618e-04
21,22,10,9,-1.202019e-04
21,22,11,10,-1.416524e-04
21,22,12,11,-1.675779e-04
