1000.0Hz wait=60periods tc=9[x,theta, xnoise,fint,sin+,sin-,v+,v-]
-8.730349e-04,-1.796260e+02,3.983840e-04,1.000000e+03,0,3,1,2
-7.483190e-04,1.732901e+02,3.932443e-04,1.000000e+03,1,4,2,3
-1.136500e-03,1.789066e+02,3.794601e-04,1.000000e+03,2,5,3,4
-1.423041e-03,-1.786272e+02,3.574076e-04,1.000000e+03,3,6,4,5
-1.655054e-03,1.765655e+02,3.547688e-04,1.000000e+03,4,7,5,6
-1.634498e-03,1.756188e+02,3.637416e-04,1.000000e+03,5,8,6,7
-1.835468e-03,1.742813e+02,3.780132e-04,1.000000e+03,6,9,7,8
-1.657405e-03,-1.792540e+02,3.880780e-04,1.000000e+03,7,10,8,9
-1.643849e-03,1.785949e+02,3.945712e-04,1.000000e+03,8,11,9,10
-1.448783e-03,1.739500e+02,4.000224e-04,1.000000e+03,9,12,10,11
-1.411235e-03,1.757503e+02,4.010287e-04,1.000000e+03,10,13,11,12
-7.031102e-04,1.774201e+02,4.020796e-04,1.000000e+03,11,14,12,13
-8.163849e-04,1.706377e+02,4.027377e-04,1.000000e+03,12,15,13,14
-6.765954e-04,1.786244e+02,4.024450e-04,1.000000e+03,13,16,14,15
-8.303924e-04,-1.724543e+02,4.030862e-04,1.000000e+03,14,17,15,16
-8.043931e-04,1.683929e+02,4.024628e-04,1.000000e+03,15,18,16,17
-6.770414e-04,-1.735618e+02,4.022886e-04,1.000000e+03,16,19,17,18
-5.655052e-04,-1.711295e+02,4.032130e-04,1.000000e+03,17,20,18,19
-8.114078e-04,1.743386e+02,4.047028e-04,1.000000e+03,18,21,19,20
-6.794103e-04,1.504468e+02,4.034376e-04,1.000000e+03,19,22,20,21
-5.139185e-04,1.652060e+02,4.045009e-04,1.000000e+03,20,23,21,22
-7.773249e-04,1.687682e+02,4.029034e-04,1.000000e+03,21,24,22,23
-9.373167e-04,1.770204e+02,3.963624e-04,1.000000e+03,22,25,23,24
-8.125869e-04,1.735956e+02,3.860065e-04,1.000000e+03,23,26,24,25
-6.447998e-04,1.688197e+02,3.759881e-04,1.000000e+03,24,27,25,26
-5.239660e-04,1.794444e+02,3.703620e-04,1.000000e+03,25,28,26,27
-5.824252e-04,-1.762099e+02,3.727689e-04,1.000000e+03,26,29,27,28
-5.544770e-04,1.698697e+02,3.752694e-04,1.000000e+03,27,30,28,29
-5.859833e-04,-1.798291e+02,3.779158e-04,1.000000e+03,28,31,29,30
-5.921711e-04,-1.768983e+02,3.802732e-04,1.000000e+03,29,0,30,31
-7.473970e-04,1.792501e+02,3.816508e-04,1.000000e+03,30,1,31,0
-7.598128e-04,1.760929e+02,3.807708e-04,1.000000e+03,31,2,0,1
