100.0Hz wait=60periods tc=11[x,theta, xnoise,fint,sin+,sin-,v+,v-]
-8.123870e-04,-1.793253e+02,3.476642e-04,1.000000e+02,0,3,1,2
-5.605365e-04,-1.733699e+02,3.482970e-04,1.000000e+02,1,4,2,3
-1.297446e-03,-1.781608e+02,3.497610e-04,1.000000e+02,2,5,3,4
-1.407680e-03,-1.799865e+02,3.497610e-04,1.000000e+02,3,6,4,5
-1.612889e-03,-1.796024e+02,3.532432e-04,1.000000e+02,4,7,5,6
-1.680347e-03,1.749249e+02,3.602827e-04,1.000000e+02,5,8,6,7
-1.622986e-03,1.762948e+02,3.602827e-04,1.000000e+02,6,9,7,8
-1.741729e-03,-1.794470e+02,3.689023e-04,1.000000e+02,7,10,8,9
-1.784218e-03,1.796961e+02,3.798116e-04,1.000000e+02,8,11,9,10
-1.500936e-03,-1.797977e+02,3.798116e-04,1.000000e+02,9,12,10,11
-1.615104e-03,-1.785987e+02,3.893627e-04,1.000000e+02,10,13,11,12
-1.129207e-03,1.693082e+02,3.949015e-04,1.000000e+02,11,14,12,13
-9.315526e-04,1.780294e+02,3.947050e-04,1.000000e+02,12,15,13,14
-8.310422e-04,1.784091e+02,3.947050e-04,1.000000e+02,13,16,14,15
-8.103493e-04,-1.738890e+02,3.941247e-04,1.000000e+02,14,17,15,16
-7.999670e-04,-1.789678e+02,3.937933e-04,1.000000e+02,15,18,16,17
-8.100250e-04,-1.786774e+02,3.937933e-04,1.000000e+02,16,19,17,18
-7.052649e-04,-1.743461e+02,3.935427e-04,1.000000e+02,17,20,18,19
-6.866189e-04,1.787849e+02,3.944145e-04,1.000000e+02,18,21,19,20
-6.203030e-04,1.600607e+02,3.944145e-04,1.000000e+02,19,22,20,21
-6.880859e-04,1.751808e+02,3.961637e-04,1.000000e+02,20,23,21,22
-7.544197e-04,1.790264e+02,3.970940e-04,1.000000e+02,21,24,22,23
-7.637703e-04,1.789661e+02,3.970940e-04,1.000000e+02,22,25,23,24
-7.733133e-04,-1.737097e+02,3.972432e-04,1.000000e+02,23,26,24,25
-7.642243e-04,-1.798792e+02,3.973374e-04,1.000000e+02,24,27,25,26
-7.311038e-04,-1.767610e+02,3.973374e-04,1.000000e+02,25,28,26,27
-7.338852e-04,-1.774563e+02,3.975114e-04,1.000000e+02,26,29,27,28
-6.329890e-04,-1.799692e+02,3.983580e-04,1.000000e+02,27,30,28,29
-6.894881e-04,-1.787648e+02,3.983580e-04,1.000000e+02,28,31,29,30
-7.382458e-04,-1.766289e+02,3.998441e-04,1.000000e+02,29,0,30,31
-7.548163e-04,-1.776181e+02,4.002860e-04,1.000000e+02,30,1,31,0
-6.264530e-04,-1.754016e+02,4.002860e-04,1.000000e+02,31,2,0,1
